"carat","cut","color","clarity","depth","table","price","x","y","z"
0.76,"Very Good","F","VS2",62.5,58,3238,5.79,5.83,3.63
0.71,"Ideal","F","VS2",62.2,56,2915,5.74,5.71,3.56
0.7,"Very Good","E","SI2",62.8,59,2453,5.64,5.69,3.56
1.01,"Ideal","G","VS2",62.4,56,6108,6.41,6.37,3.99
0.84,"Very Good","D","VS1",60.6,57,4443,6.06,6.15,3.7
0.7,"Premium","I","SI2",63,56,1715,5.71,5.63,3.57
0.4,"Ideal","E","VVS2",61.8,55,1158,4.74,4.78,2.94
1.02,"Ideal","I","I1",61.7,56,2925,6.49,6.44,3.99
1.2,"Good","G","VS1",62.8,59,8442,6.64,6.7,4.19
1.01,"Very Good","G","SI2",62.7,58,3796,6.32,6.43,4
0.41,"Premium","F","VS1",62.4,60,1007,4.71,4.77,2.96
0.92,"Ideal","G","SI2",61.9,57,4406,6.23,6.25,3.86
0.76,"Premium","F","IF",60.6,60,4223,5.85,5.89,3.56
1.51,"Premium","H","SI1",60.7,59,10020,7.43,7.39,4.5
1.01,"Ideal","E","SI1",62.6,57,5599,6.43,6.38,4.01
0.71,"Very Good","H","VS1",63.9,60,2562,5.54,5.6,3.56
1.68,"Good","E","I1",64.3,60,5871,7.48,7.44,4.8
0.52,"Fair","J","VS2",65.3,56,1030,5.05,5,3.28
0.9,"Premium","H","VS1",62.4,58,4309,6.15,6.19,3.85
1.01,"Very Good","I","VS1",61.7,59,5165,6.45,6.51,4
1.71,"Ideal","J","VS1",62.1,55,11711,7.73,7.65,4.78
0.32,"Ideal","G","VS1",62,56,645,4.35,4.39,2.71
0.9,"Very Good","F","SI2",63,56,3368,6.09,6.16,3.86
1.07,"Ideal","G","VVS2",62.4,54,8393,6.51,6.56,4.08
0.71,"Ideal","H","SI1",60.8,57,2006,5.77,5.81,3.52
0.43,"Ideal","G","VVS2",61.4,55,1129,4.88,4.83,2.98
0.92,"Very Good","F","SI2",59.9,60,3625,6.26,6.29,3.76
1.2,"Premium","G","VS2",62.4,59,7405,6.74,6.68,4.19
0.86,"Premium","F","SI2",61.8,58,2980,6.12,6.15,3.79
0.32,"Ideal","F","IF",61.3,57,943,4.42,4.46,2.72
1.06,"Ideal","I","SI2",61.9,59,4103,6.47,6.52,4.02
1.59,"Ideal","H","SI1",61.5,57,10832,7.53,7.59,4.65
0.31,"Ideal","G","VS1",61,55,802,4.43,4.39,2.69
0.7,"Fair","G","I1",66.7,55,956,5.64,5.49,3.71
1.13,"Premium","F","I1",62.3,56,3607,6.69,6.61,4.14
0.41,"Premium","F","VVS2",61,59,1192,4.83,4.77,2.93
0.7,"Premium","F","VS2",62,56,2573,5.72,5.67,3.53
0.92,"Fair","E","SI1",65.6,57,3407,6.1,6.07,3.99
0.31,"Premium","E","VS2",62.7,58,872,4.33,4.31,2.71
0.36,"Ideal","D","SI1",59.5,56,851,4.68,4.63,2.77
2.2,"Very Good","I","SI2",60.2,60,15424,8.42,8.49,5.09
1.52,"Premium","D","SI1",60.8,61,11220,7.39,7.26,4.45
1.5,"Premium","E","VS1",59.5,61,17143,7.46,7.43,4.43
1.14,"Very Good","I","SI1",62.6,55,4840,6.66,6.72,4.19
2.15,"Fair","J","I1",65.5,57,5430,8.01,7.95,5.23
1.02,"Very Good","J","SI2",62.9,59,3755,6.34,6.41,4.01
0.7,"Good","I","SI1",64.3,57,2142,5.63,5.59,3.61
1.12,"Premium","I","SI1",61.3,58,4077,6.69,6.68,4.1
0.32,"Ideal","F","VVS1",61.8,56,926,4.42,4.45,2.74
0.56,"Ideal","F","SI1",61.4,57,1441,5.3,5.28,3.25
0.73,"Premium","H","SI2",58.7,58,1927,5.94,5.91,3.48
1.06,"Premium","I","SI1",61.9,59,4372,6.5,6.52,4.03
1.5,"Good","G","VS2",63.6,60,12787,7.24,7.2,4.59
0.93,"Very Good","I","VS2",63.1,58,3766,6.19,6.21,3.91
0.6,"Ideal","F","VS2",58.6,60,1923,5.54,5.62,3.27
0.39,"Premium","G","IF",59,60,1362,4.78,4.75,2.81
0.8,"Very Good","I","VS2",62,58,2833,5.86,5.95,3.66
0.5,"Premium","D","VS2",59.7,57,1819,5.13,5.08,3.05
1.1,"Premium","H","SI2",62.2,58,4537,6.6,6.69,4.13
0.39,"Premium","E","VS2",61.4,58,889,4.68,4.73,2.89
0.9,"Very Good","J","VS1",62.5,56,3188,6.11,6.21,3.85
0.32,"Premium","G","VVS1",61.9,58,1080,4.39,4.36,2.71
0.41,"Ideal","G","VVS1",62,56,1151,4.78,4.8,2.97
0.72,"Ideal","E","SI1",62.3,57,2831,5.7,5.76,3.57
0.42,"Premium","F","SI1",60.8,58,773,4.83,4.87,2.95
0.82,"Premium","D","SI2",61.7,56,3159,6.01,5.99,3.7
0.5,"Good","F","SI1",59.6,61,1214,5.12,5.19,3.07
0.89,"Ideal","E","SI2",62.4,56,3429,6.04,6.08,3.78
0.52,"Ideal","G","VS1",62.8,55,1694,5.16,5.13,3.23
0.7,"Ideal","F","SI1",62.2,55,2697,5.73,5.68,3.55
1.28,"Ideal","D","SI1",61.5,55,9548,7.01,7.05,4.32
0.51,"Premium","G","VS1",62.1,58,1662,5.12,5.09,3.17
0.71,"Ideal","G","VS1",60.9,56.6,3123,5.75,5.79,3.52
0.46,"Ideal","G","VVS2",62.4,54.4,1306,4.93,4.98,3.09
0.71,"Very Good","E","VVS1",63,57,3808,5.66,5.7,3.58
2.06,"Premium","H","SI2",62.6,58,12931,8.06,8.03,5.04
0.4,"Ideal","G","VVS1",61.6,57,1123,4.75,4.76,2.93
0.41,"Premium","E","VS1",62.3,59,1079,4.74,4.76,2.96
1.64,"Very Good","F","SI1",62.8,59,12555,7.51,7.53,4.72
1.01,"Ideal","F","VS1",61.1,59,7870,6.46,6.5,3.96
1.5,"Fair","F","SI2",65.4,58,7644,7.17,7.1,4.67
0.32,"Ideal","G","VVS2",62.2,56,730,4.34,4.38,2.71
0.59,"Ideal","F","SI2",61.7,54,1195,5.38,5.44,3.34
0.42,"Very Good","E","VS2",62.8,59,958,4.76,4.8,3
1.06,"Ideal","F","IF",61.9,55,12539,6.54,6.57,4.06
1.4,"Premium","H","SI1",60.5,60,8624,7.22,7.16,4.35
0.33,"Premium","I","IF",59,61,891,4.56,4.49,2.67
1.57,"Premium","H","VS1",62.8,60,11711,7.44,7.36,4.65
2,"Very Good","J","VS2",60.7,60,13542,8.05,8.17,4.92
0.33,"Ideal","E","SI1",62.5,55,579,4.42,4.45,2.77
0.32,"Ideal","G","VS2",61.7,57,720,4.4,4.38,2.71
1.2,"Premium","G","SI1",63,60,6494,6.81,6.75,4.27
0.5,"Ideal","G","VVS2",62.3,56,1935,5.09,5.05,3.16
0.73,"Ideal","E","SI2",61.5,55,2896,5.82,5.86,3.59
0.59,"Very Good","H","SI2",61.2,60,1254,5.38,5.43,3.31
0.7,"Very Good","E","SI2",62,59,2263,5.61,5.68,3.5
2.01,"Premium","F","SI2",62,60,11903,7.88,7.82,4.87
0.96,"Very Good","F","SI1",60.6,62,4560,6.35,6.39,3.86
0.35,"Very Good","E","IF",57.9,56,1025,4.71,4.75,2.74
0.9,"Ideal","F","SI2",61.8,56,4593,6.18,6.21,3.83
0.43,"Premium","D","SI1",61,58,774,4.83,4.88,2.96
0.54,"Ideal","G","SI2",62.7,56,1287,5.23,5.2,3.27
1.38,"Premium","G","VS1",62.4,58,10850,7.14,7.09,4.44
0.36,"Ideal","D","SI1",62.5,56,663,4.55,4.57,2.85
0.5,"Very Good","F","VVS2",62.8,55,2153,5,5.13,3.18
0.77,"Good","H","SI1",63,65,2338,5.82,5.74,3.64
1.34,"Very Good","H","SI2",61.1,63,4352,7.08,7.01,4.3
0.3,"Ideal","I","VVS2",62.2,56,515,4.27,4.31,2.67
1.01,"Premium","G","VS1",60.8,58,6499,6.44,6.51,3.94
1.1,"Ideal","I","SI2",61.7,56,3216,6.65,6.6,4.09
1.12,"Fair","D","VS2",58.9,59,7696,6.84,6.77,4.01
0.51,"Ideal","G","VS1",61,55,1656,5.11,5.21,3.15
0.73,"Ideal","F","SI1",62.6,55,2737,5.75,5.78,3.61
1.02,"Very Good","F","SI1",60.2,58,6195,6.49,6.54,3.92
1.27,"Ideal","I","VS1",62.8,57,6396,6.86,6.89,4.32
0.4,"Very Good","D","SI1",63.4,58,667,4.64,4.67,2.95
0.27,"Very Good","F","VS2",63.3,58,470,4.08,4.1,2.59
1.21,"Very Good","I","SI1",63.3,60,4404,6.76,6.69,4.26
1.1,"Ideal","I","SI2",62.8,57,4158,6.63,6.56,4.14
0.31,"Very Good","F","SI1",63.1,55,663,4.34,4.28,2.72
0.61,"Ideal","D","SI1",61.4,56,1904,5.46,5.48,3.36
0.52,"Very Good","G","SI1",63.5,58,1170,5.14,5.1,3.25
1.13,"Ideal","H","SI1",62.3,56,5384,6.66,6.69,4.16
0.43,"Premium","G","VS1",62.2,59,1008,4.84,4.81,3
0.51,"Premium","E","VS2",60.5,56,1781,5.24,5.18,3.15
1.08,"Ideal","F","VS2",61.9,55,7110,6.58,6.64,4.09
0.32,"Ideal","D","SI2",61.7,55,612,4.4,4.38,2.71
0.9,"Very Good","F","SI1",63.3,55,4545,6.18,6.12,3.89
0.31,"Ideal","F","VS2",62.4,56,802,4.34,4.31,2.7
1.58,"Premium","H","VS1",61.7,59,11491,7.48,7.42,4.6
1.23,"Ideal","I","VVS1",62.1,57,7117,6.9,6.83,4.26
0.9,"Very Good","J","VS1",62.4,58,3418,6.15,6.19,3.85
0.67,"Premium","F","VS2",62.5,59,2211,5.58,5.53,3.47
1,"Very Good","F","VVS2",60,62,8553,6.43,6.46,3.87
0.37,"Premium","E","VS2",60.3,58,1041,4.66,4.63,2.8
0.52,"Good","F","VS2",63.6,56,1605,5.12,5.07,3.24
0.7,"Good","F","SI1",63.8,60,2401,5.6,5.63,3.58
1.13,"Ideal","E","VS2",61.4,58,8430,6.71,6.74,4.13
0.76,"Very Good","F","SI1",62.7,57,2533,5.81,5.86,3.66
0.38,"Ideal","E","VS1",62.2,55,1112,4.67,4.63,2.89
0.37,"Ideal","H","SI1",61.1,55,552,4.64,4.69,2.85
0.31,"Ideal","H","VS2",62.1,55,628,4.35,4.32,2.69
0.43,"Very Good","E","VVS1",61.2,56,1433,4.84,4.87,2.97
0.7,"Very Good","I","VVS1",60.9,60,2421,5.68,5.71,3.47
0.51,"Very Good","D","SI1",60,58,1380,5.19,5.24,3.13
0.9,"Good","D","SI1",58.5,63,4469,6.21,6.3,3.66
1.09,"Premium","G","SI2",61.1,59,4794,6.69,6.63,4.07
1.51,"Premium","H","IF",60.2,60,13194,7.44,7.41,4.47
0.42,"Good","D","SI2",60.7,61,617,4.78,4.84,2.92
0.45,"Good","D","VS2",63.7,61,1197,4.81,4.73,3.04
0.78,"Very Good","H","VS1",61.7,56,2947,5.92,5.94,3.66
0.91,"Fair","D","I1",66.2,57,2491,6,5.94,3.95
0.71,"Ideal","E","SI1",61.7,56,2494,5.74,5.77,3.55
0.43,"Ideal","E","VS2",62.2,57,981,4.8,4.84,3
0.31,"Very Good","E","SI1",63.4,55,698,4.33,4.31,2.74
1.02,"Very Good","E","VS1",60.1,59,7779,6.48,6.53,3.91
1.01,"Good","D","SI2",63.8,61,3671,6.13,6.06,3.89
0.57,"Premium","G","VS2",59.7,59,1608,5.37,5.41,3.22
1.51,"Good","H","VS2",63.5,60,10628,7.24,7.27,4.61
1.02,"Premium","E","SI2",62.9,56,4478,6.43,6.36,4.02
0.32,"Ideal","D","VS2",62.1,56,972,4.43,4.39,2.74
0.4,"Very Good","E","SI1",62.9,59,687,4.69,4.72,2.96
0.6,"Premium","E","SI1",60,57,1698,5.52,5.48,3.3
0.3,"Ideal","G","IF",62.4,55,799,4.3,4.32,2.69
1.04,"Premium","F","VVS2",59.2,58,8722,6.68,6.66,3.95
1.22,"Ideal","I","SI1",60.2,58,5807,6.96,6.9,4.17
0.24,"Good","F","VS1",60.2,65,383,3.97,4,2.4
0.3,"Very Good","D","VS2",62.9,58,710,4.23,4.26,2.67
0.32,"Premium","G","SI2",62.7,58,421,4.35,4.39,2.74
0.31,"Ideal","G","IF",62.6,57,988,4.32,4.3,2.7
0.5,"Very Good","E","VS2",61.3,58,1624,5.06,5.12,3.12
1.21,"Premium","J","SI1",62.6,58,4269,6.74,6.71,4.21
2,"Fair","H","I1",69.8,54,5914,7.6,7.56,5.29
1.01,"Ideal","F","SI1",59.9,60,5215,6.59,6.53,3.93
0.7,"Premium","G","SI2",58,60,2268,5.91,5.88,3.42
0.3,"Ideal","G","VVS1",61.7,57,878,4.34,4.31,2.67
0.61,"Very Good","F","VS2",62.6,60,1805,5.34,5.39,3.36
0.63,"Ideal","E","VVS1",62.4,56,3161,5.48,5.52,3.43
0.27,"Very Good","F","VVS2",61.3,62,552,4.15,4.2,2.56
0.7,"Premium","F","SI1",60,60,2596,5.62,5.55,3.6
0.3,"Very Good","J","VS1",62.4,58,394,4.26,4.3,2.67
0.33,"Ideal","E","VS2",61.9,56,928,4.46,4.43,2.75
0.7,"Very Good","D","VS1",62.9,60,3054,5.62,5.67,3.55
0.4,"Ideal","G","VS2",62.3,57,807,4.7,4.71,2.93
0.39,"Ideal","F","VS1",62.2,56,958,4.63,4.7,2.9
0.4,"Very Good","I","VS2",61.4,57.6,655,4.73,4.78,2.92
2.09,"Ideal","I","SI2",61.2,57,13807,8.19,8.27,5.04
0.9,"Ideal","G","SI1",60.2,56,3894,6.24,6.29,3.77
1.53,"Ideal","F","SI1",61.6,56,11999,7.34,7.39,4.54
1.53,"Premium","H","VS2",59.8,58,10224,7.49,7.52,4.49
1.01,"Very Good","F","SI2",62.1,58,4332,6.35,6.41,3.96
1.07,"Ideal","H","VS1",62.3,55,6082,6.59,6.54,4.09
0.91,"Ideal","I","VS1",62.1,57,3906,6.2,6.23,3.86
0.31,"Very Good","F","SI2",63,58,408,4.34,4.36,2.74
0.41,"Ideal","F","VVS2",61.2,56,1192,4.8,4.78,2.93
0.8,"Premium","G","SI2",61.8,58,2429,5.92,5.98,3.68
1.51,"Very Good","D","VS2",63.2,58,14416,7.29,7.33,4.62
1.28,"Ideal","G","SI2",61.8,56,6833,6.95,6.99,4.31
1.06,"Premium","F","VS2",62.2,57,6947,6.58,6.53,4.08
1.5,"Premium","J","VS1",62,61,7832,7.37,7.24,4.53
0.34,"Premium","G","VS2",61.1,60,765,4.53,4.51,2.76
1.05,"Ideal","F","VS2",62.7,56,6403,6.52,6.59,4.11
0.4,"Premium","D","VS2",60.5,59,1050,4.8,4.76,2.89
1.02,"Premium","G","VS2",62.1,59,6169,6.47,6.41,4
1.06,"Premium","H","SI1",61,58,5075,6.61,6.57,4.02
1.02,"Very Good","F","SI2",60,60,4207,6.53,6.57,3.93
1.01,"Fair","E","VVS1",66.1,55,8529,6.19,6.1,4.06
0.9,"Very Good","F","SI2",60.3,63,3630,6.28,6.21,3.77
1,"Very Good","G","VVS2",63.5,55,5914,6.36,6.3,4.02
0.7,"Good","F","VS1",59.1,62,2877,5.82,5.86,3.44
0.71,"Very Good","I","SI1",58.9,59,2141,5.78,5.84,3.42
0.51,"Ideal","E","VS2",61.9,56,1781,5.16,5.12,3.18
1.01,"Premium","F","SI1",62.7,54,4276,6.42,6.37,4.01
0.32,"Ideal","G","IF",61.8,55,918,4.42,4.45,2.74
0.7,"Very Good","I","SI1",61.4,57,2028,5.72,5.75,3.52
0.73,"Ideal","I","VVS1",61.7,53,2490,5.8,5.84,3.59
0.72,"Ideal","H","VS1",62.3,55,2949,5.72,5.74,3.57
0.52,"Very Good","H","SI1",62.6,59,1161,5.06,5.13,3.19
0.7,"Ideal","E","SI1",61.1,56,2728,5.76,5.79,3.53
0.71,"Ideal","H","SI2",62.7,55,2317,5.68,5.64,3.56
0.34,"Ideal","H","IF",61.8,54,863,4.51,4.55,2.8
0.41,"Ideal","I","VS1",60.9,53,969,4.85,4.8,2.94
0.34,"Very Good","I","VS2",61.6,56,457,4.47,4.51,2.76
0.71,"Very Good","D","VS1",63.4,55,2841,5.69,5.61,3.58
0.42,"Ideal","G","VVS1",61.1,56,1179,4.82,4.84,2.95
0.4,"Premium","D","VS1",62.1,58,1123,4.7,4.73,2.93
1.24,"Good","E","SI2",58.5,57,5809,7.03,7.1,4.13
0.61,"Ideal","E","VS1",62.2,54,2485,5.43,5.45,3.38
1.04,"Ideal","G","VS1",61.9,57,7655,6.51,6.55,4.04
0.7,"Premium","F","SI2",59.8,56,2184,5.78,5.73,3.44
0.77,"Fair","I","VS1",65.1,57,2184,5.65,5.77,3.72
0.33,"Ideal","F","VVS1",61.7,54,893,4.46,4.49,2.76
0.32,"Ideal","F","VVS2",62.1,55,800,4.37,4.39,2.72
0.71,"Ideal","F","VS1",60.4,57,3284,5.78,5.81,3.5
1.01,"Ideal","E","VVS2",61.7,55,10852,6.44,6.49,3.99
2.02,"Premium","G","SI2",60.1,59,16944,8.21,8.29,4.96
0.41,"Ideal","F","VS2",61.1,56,1107,4.83,4.8,2.94
0.32,"Ideal","D","VS2",62.7,54,758,4.36,4.38,2.74
0.39,"Very Good","E","SI1",59.1,59,670,4.76,4.81,2.83
2.01,"Ideal","G","SI1",61.6,57,12829,8.08,8,4.95
1.09,"Premium","H","SI2",62.1,55,4578,6.63,6.58,4.1
1.25,"Ideal","H","SI1",62.4,55,7573,6.9,6.86,4.3
0.75,"Premium","G","SI2",62.7,58,2268,5.82,5.76,3.63
0.5,"Premium","F","SI2",62.2,54,1094,5.14,5.08,3.18
1.07,"Ideal","E","SI2",61.7,57,4374,6.59,6.56,4.06
0.34,"Premium","H","VVS1",61.2,58,672,4.48,4.51,2.75
1.18,"Ideal","J","VS1",61.4,56,5182,6.79,6.82,4.18
1.01,"Good","G","SI2",59.3,62,4397,6.51,6.58,3.88
1.01,"Premium","G","IF",61.3,58,7220,6.4,6.48,3.95
1.53,"Premium","H","SI1",61,61,10659,7.45,7.4,4.53
1.02,"Premium","F","SI2",62.5,60,4459,6.36,6.43,4
0.55,"Ideal","E","VS1",61.2,57,2001,5.28,5.3,3.24
0.51,"Very Good","D","VS2",63.7,55,1599,5.05,5.09,3.23
0.34,"Ideal","I","SI1",61.9,57,459,4.49,4.52,2.79
0.89,"Ideal","F","VS2",61.5,55,4854,6.18,6.21,3.81
0.91,"Very Good","D","SI2",61.5,56,4123,6.22,6.27,3.84
0.35,"Ideal","D","VS2",60.5,56,707,4.6,4.63,2.79
1.01,"Fair","F","VS2",65.5,62,5501,6.19,6.23,4.07
0.55,"Ideal","F","SI1",61.9,55,1700,5.25,5.29,3.26
0.41,"Ideal","F","VS2",61.8,57,1107,4.79,4.75,2.95
0.61,"Premium","G","SI1",60.8,60,1255,5.42,5.42,3.31
1.01,"Good","D","SI2",57.6,62,4260,6.56,6.66,3.81
0.38,"Premium","F","SI1",62.7,58,700,4.6,4.62,2.89
0.4,"Good","G","SI1",63.4,58,655,4.66,4.71,2.97
1.01,"Ideal","I","VS1",62.6,56,4808,6.42,6.36,4
0.27,"Very Good","E","VS1",61.9,59,470,4.16,4.21,2.59
0.75,"Ideal","E","SI1",62,57,2821,5.8,5.78,3.59
0.4,"Ideal","J","VVS2",62.5,53,662,4.74,4.79,2.98
0.23,"Ideal","F","VVS2",60.9,57,530,3.95,3.97,2.41
1,"Fair","E","SI1",66.3,62,4140,6.27,6.06,4.09
0.91,"Ideal","G","VS1",62.3,55,4860,6.17,6.22,3.86
0.54,"Premium","D","VVS2",59.1,60,2323,5.36,5.34,3.16
0.4,"Ideal","E","VVS2",61.4,59,1106,4.71,4.74,2.9
0.25,"Good","E","VVS1",61.4,62,498,4.03,4.05,2.48
0.72,"Very Good","G","SI2",63.3,58,2246,5.72,5.68,3.61
1.19,"Premium","H","SI1",62.7,56,5802,6.76,6.7,4.22
0.57,"Ideal","E","SI1",61.2,57,1613,5.37,5.32,3.27
0.23,"Very Good","E","VVS2",62.1,62,485,3.91,3.95,2.44
0.3,"Premium","H","IF",60.4,60,1013,4.34,4.3,2.61
0.32,"Good","E","VS2",64.1,54,556,4.34,4.37,2.79
0.31,"Very Good","H","SI1",61,61,435,4.33,4.39,2.66
1.01,"Ideal","H","VS1",59.8,59,5550,6.52,6.56,3.91
1.38,"Premium","H","SI2",60.2,60,5641,7.31,7.24,4.37
0.56,"Ideal","D","VS2",61.4,57,1963,5.32,5.36,3.28
2.1,"Ideal","I","SI1",61.7,55,13182,8.21,8.13,5.04
0.31,"Ideal","F","VS1",62.4,55,744,4.37,4.35,2.72
0.53,"Ideal","D","VVS1",61.6,55,3097,5.21,5.27,3.23
1.17,"Premium","G","VS1",62.4,56,7564,6.81,6.75,4.23
0.28,"Very Good","H","VS2",59.7,60,394,4.25,4.29,2.55
0.32,"Ideal","G","VVS1",61.3,55,733,4.46,4.38,2.71
0.36,"Ideal","D","VS2",61.6,56,852,4.55,4.57,2.81
0.35,"Ideal","E","VS1",61.5,57,718,4.52,4.55,2.79
0.3,"Ideal","H","VVS2",61.3,57,605,4.31,4.33,2.65
0.41,"Ideal","F","SI1",62.6,54,711,4.74,4.78,2.98
1.04,"Ideal","F","SI1",62.2,57,4770,6.5,6.4,4.01
0.72,"Ideal","I","VS2",62.1,58,2347,5.74,5.72,3.57
1.54,"Premium","I","VS2",61.7,59,8917,7.4,7.34,4.55
0.35,"Ideal","G","IF",61.8,55,1116,4.56,4.54,2.81
1.26,"Ideal","G","SI1",59.6,57,6738,7.08,7.04,4.21
1.51,"Premium","G","VS1",62.4,60,12831,7.3,7.34,4.57
0.71,"Premium","I","SI1",61.7,56,1774,5.73,5.71,3.53
0.74,"Ideal","G","SI2",61.9,55,2487,5.82,5.84,3.61
0.51,"Very Good","D","VS1",58.8,60,1616,5.18,5.26,3.07
2.3,"Very Good","I","SI2",60.6,60,14603,8.51,8.56,5.17
0.31,"Ideal","D","SI1",62.9,56,732,4.34,4.31,2.72
0.73,"Ideal","I","VS2",61.9,56,2426,5.77,5.82,3.59
1,"Ideal","H","I1",61.3,57,3136,6.44,6.41,3.94
0.25,"Very Good","F","IF",61.5,56,560,4.04,4.06,2.48
1.09,"Very Good","H","SI1",62.5,57,5950,6.49,6.54,4.07
1.59,"Ideal","D","SI2",61.6,55,8975,7.48,7.45,4.6
1,"Good","J","VVS1",63.5,59,4633,6.29,6.34,4.01
0.74,"Premium","D","SI1",60.6,60,2655,5.88,5.84,3.55
0.31,"Good","I","SI1",64.3,55,377,4.27,4.29,2.75
0.3,"Good","D","VS2",63.1,58,568,4.26,4.3,2.7
0.4,"Ideal","E","VVS1",62.4,57,1397,4.72,4.67,2.93
1.05,"Ideal","G","SI2",62.7,57,5127,6.45,6.51,4.06
1.06,"Very Good","H","VS2",62.5,57,5783,6.47,6.49,4.05
0.53,"Ideal","H","VS1",61.7,56,1678,5.21,5.23,3.22
1.01,"Ideal","H","SI1",62.1,56,4886,6.38,6.47,3.99
0.27,"Very Good","E","VS2",59.5,56,470,4.2,4.31,2.53
0.34,"Ideal","D","VS2",61,56,967,4.51,4.54,2.76
1.06,"Premium","I","SI2",58.4,58,4007,6.7,6.65,3.9
0.32,"Very Good","I","SI1",63.1,56,554,4.39,4.36,2.76
1.02,"Good","D","SI2",63.4,59,4633,6.37,6.41,4.05
1.24,"Ideal","I","SI1",62.1,56,5902,6.88,6.84,4.26
0.42,"Very Good","H","SI1",58.6,61,761,4.92,4.95,2.89
1.21,"Ideal","F","SI1",61.1,55,6659,6.87,6.85,4.19
0.3,"Very Good","G","VVS2",59.7,63,638,4.34,4.37,2.6
0.41,"Ideal","D","VS2",62.4,54,1007,4.74,4.78,2.97
0.36,"Ideal","H","VVS2",61.3,55,705,4.62,4.64,2.84
0.7,"Very Good","G","VS2",58.2,59,2513,5.87,5.95,3.44
0.3,"Ideal","I","VS2",61.5,58,438,4.28,4.31,2.64
0.3,"Very Good","F","VS2",62.9,57,605,4.26,4.29,2.69
0.32,"Ideal","H","VVS2",62.3,57,614,4.34,4.37,2.71
1.09,"Very Good","H","VS1",60.2,61,5845,6.66,6.7,4.02
1.18,"Premium","G","SI2",60.5,60,4988,6.88,6.81,4.14
0.9,"Very Good","F","I1",61.9,59,2199,6.16,6.18,3.82
0.73,"Ideal","F","VVS2",61.9,55.2,3888,5.74,5.79,3.58
0.7,"Ideal","E","SI2",60.5,56,2375,5.8,5.77,3.5
1.26,"Ideal","G","SI2",60.9,55,5937,7,7.05,4.28
0.91,"Very Good","D","SI2",62.7,59,3298,6.16,6.22,3.88
0.38,"Ideal","G","IF",62,54,1125,4.66,4.7,2.9
0.3,"Good","E","VS2",63.3,55,526,4.26,4.3,2.71
1.09,"Ideal","G","VS2",61.2,56,7357,6.62,6.64,4.06
0.54,"Premium","E","VS1",60.3,58,2041,5.32,5.26,3.19
0.34,"Ideal","E","SI1",61.4,54,596,4.5,4.53,2.77
1.3,"Ideal","H","VS2",62.8,56,8124,7.03,6.93,4.38
0.84,"Very Good","J","VS1",61.9,58,2544,6.03,6.05,3.74
0.41,"Ideal","E","VVS2",61.6,55,1363,4.81,4.84,2.97
1.11,"Ideal","E","VS2",62.2,56,7459,6.66,6.59,4.12
0.7,"Good","E","SI1",58.3,64,2370,5.77,5.69,3.34
1.11,"Very Good","E","VVS1",60.2,59,11330,6.67,6.79,4.05
0.4,"Ideal","E","VVS2",62.1,55,1238,4.76,4.74,2.95
0.72,"Ideal","F","VVS1",61.8,57,5086,5.73,5.76,3.55
0.3,"Ideal","H","VVS1",61.4,56,665,4.32,4.35,2.66
1.05,"Very Good","G","SI2",62.5,60,4241,6.45,6.5,4.05
0.5,"Very Good","E","SI1",60.9,58,1331,5.1,5.14,3.12
1.01,"Good","E","SI1",63.3,55,5499,6.37,6.42,4.05
1.11,"Ideal","J","SI2",61.7,57,4092,6.63,6.69,4.11
1.51,"Very Good","G","VS1",61.8,57,13348,7.31,7.42,4.55
0.35,"Ideal","E","VVS1",60.7,55,1030,4.56,4.6,2.78
0.73,"Ideal","I","VS2",61.6,55,2756,5.82,5.84,3.59
0.28,"Very Good","E","VVS2",60,56,642,4.26,4.28,2.56
0.83,"Ideal","H","SI1",62.5,55,2816,6.04,6,3.76
0.31,"Ideal","E","VS1",60.9,57,734,4.39,4.41,2.68
0.32,"Premium","G","VS2",61.9,58,561,4.36,4.43,2.72
0.41,"Ideal","E","VVS2",61,56,1243,4.82,4.79,2.93
0.32,"Good","D","SI1",63.2,54,589,4.36,4.38,2.76
0.3,"Ideal","I","SI1",61.7,57,422,4.3,4.32,2.66
0.4,"Ideal","G","SI2",62.1,53,573,4.75,4.78,2.96
0.55,"Ideal","G","VVS2",61.9,56,2129,5.27,5.23,3.25
0.72,"Ideal","G","VS2",61.7,57,2383,5.77,5.8,3.57
0.37,"Very Good","D","VS1",61.1,58,820,4.66,4.7,2.86
1.29,"Very Good","I","VS1",61.1,58,5562,6.98,7.03,4.28
0.94,"Very Good","F","SI2",62.6,57,3938,6.25,6.27,3.92
0.52,"Very Good","G","VVS1",62.3,55,2040,5.13,5.15,3.2
0.64,"Good","F","IF",58.6,61,2980,5.69,5.71,3.34
0.76,"Ideal","E","VS1",60.5,56,3649,5.94,5.99,3.61
0.31,"Very Good","E","SI1",63.4,55,698,4.33,4.32,2.74
0.4,"Ideal","G","VVS1",61.4,55,1200,4.76,4.72,2.91
0.81,"Ideal","H","SI1",62.1,54,2435,6,6.02,3.73
0.7,"Premium","E","VS2",60.9,59,2697,5.71,5.68,3.47
1.02,"Premium","I","SI1",60.2,60,3713,6.45,6.39,3.87
0.41,"Premium","E","SI1",62.3,56,1059,4.78,4.76,2.97
0.35,"Ideal","G","VVS2",62.1,56,798,4.47,4.51,2.79
0.59,"Ideal","D","SI1",61.7,56,1671,5.39,5.43,3.34
